City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Konstantinovka,RU,49.6167,127.9833,54.66,90,100,11.23,overcast clouds
455,Daigo,JP,36.7667,140.35,71.71,99,91,1.63,overcast clouds
456,Ariquemes,BR,-9.9133,-63.0408,92.97,27,64,5.37,broken clouds
457,Flagstaff,US,35.1981,-111.6513,73.56,56,8,1.01,clear sky
458,Vengerovo,RU,55.6848,76.7471,52.18,73,97,6.58,overcast clouds
459,Aguas Vermelhas,BR,-15.7472,-41.46,67.6,66,100,6.58,overcast clouds
460,Timra,SE,62.487,17.3257,63.63,58,35,6.08,scattered clouds
461,Cortes,ES,41.9395,-1.4396,83.98,41,6,26.64,clear sky
462,Norman Wells,CA,65.282,-126.8329,52.14,73,100,5.73,overcast clouds
463,Yanji,CN,42.9075,129.5078,57.04,92,42,8.28,scattered clouds
464,Margate,GB,51.3813,1.3862,74.1,61,71,12.03,broken clouds
465,Osakarovka,KZ,50.565,72.5692,56.48,66,92,9.24,overcast clouds
466,Fairbanks,US,64.8378,-147.7164,60.3,85,98,3.11,overcast clouds
467,Kanzaki,JP,33.3,130.3667,83.05,61,100,0.27,overcast clouds
468,Seoul,KR,37.5683,126.9778,76.51,90,94,3.53,overcast clouds
469,Bubaque,GW,11.2833,-15.8333,82.02,72,13,8.77,few clouds
470,Seydi,TM,39.4816,62.9137,77.09,11,0,12.53,clear sky
471,Charters Towers,AU,-20.1,146.2667,57.49,91,0,7.23,clear sky
472,Aginskoye,RU,51.1,114.53,49.39,69,69,9.33,broken clouds
473,Abrau-Dyurso,RU,44.69,37.59,85.48,60,47,8.41,scattered clouds
474,Kindu,CD,-2.95,25.95,84.4,51,43,1.12,scattered clouds
475,Lubango,AO,-14.9172,13.4925,76.28,15,65,8.3,broken clouds
476,Port-Gentil,GA,-0.7193,8.7815,75.38,86,100,20.11,overcast clouds
477,Mao,ES,39.8885,4.2658,80.22,62,32,16.82,scattered clouds
478,Kohima,IN,25.6667,94.1167,66.87,97,22,2.42,few clouds
479,Ahipara,NZ,-35.1667,173.1667,56.43,86,53,17.25,broken clouds
480,Baringo,KE,0.4667,35.9667,76.42,51,76,8.93,broken clouds
481,Guerrero Negro,MX,27.9769,-114.0611,72.97,76,96,11.07,overcast clouds
482,Qui Nhon,VN,13.7667,109.2333,80.82,86,100,3.49,overcast clouds
483,Rafaela,AR,-31.2503,-61.4867,69.01,25,55,1.99,broken clouds
484,Businga,CD,3.3333,20.8833,80.13,71,73,4.0,light rain
485,Salvador,SV,13.8333,-88.9167,83.05,68,59,2.06,broken clouds
486,Eidsvag,NO,62.7767,8.0668,58.19,75,49,4.5,scattered clouds
487,Geraldton,AU,-28.7667,114.6,60.85,43,0,20.33,clear sky
488,Gorontalo,ID,0.5412,123.0595,75.06,93,99,3.85,light rain
489,Eyl,SO,7.9803,49.8164,77.2,75,86,24.67,overcast clouds
490,Miracema,BR,-21.4122,-42.1967,76.86,38,26,5.82,scattered clouds
491,Nogales,MX,31.3086,-110.9422,76.71,73,40,3.85,scattered clouds
492,Russell,US,32.3502,-85.1999,79.02,79,100,5.14,overcast clouds
493,Aitape,PG,-3.1374,142.3475,77.25,88,76,7.83,broken clouds
494,Reconquista,AR,-29.15,-59.65,67.12,44,98,5.93,overcast clouds
495,Zyryanka,RU,65.75,150.85,54.59,92,100,5.68,overcast clouds
496,Hirara,JP,24.8,125.2833,85.06,79,14,14.99,few clouds
497,Jatiroto,ID,-7.8833,111.1167,71.8,88,73,3.24,broken clouds
498,Vila Franca Do Campo,PT,37.7167,-25.4333,73.8,65,90,3.22,overcast clouds
499,Alofi,NU,-19.0595,-169.9187,73.92,71,0,4.27,clear sky
500,San Borja,BO,-14.8167,-66.85,84.85,22,0,4.72,clear sky
501,Maltahohe,NA,-24.8333,16.9833,72.37,7,0,4.72,clear sky
502,Krasnomayskiy,RU,57.6194,34.4099,71.2,57,85,4.65,overcast clouds
503,Rajapolah,ID,-7.221,108.1896,68.95,98,42,1.59,scattered clouds
504,Hanzhong,CN,33.0728,107.0303,80.13,75,100,0.74,overcast clouds
505,Almaznyy,RU,48.0448,40.045,84.51,20,18,16.73,few clouds
506,Beirut,LB,33.8889,35.4944,80.38,70,0,9.44,clear sky
507,Khangarh,PK,29.9173,71.1618,88.48,61,51,5.3,broken clouds
508,Itoman,JP,26.1247,127.6694,84.4,79,7,8.25,clear sky
509,Half Moon Bay,US,37.4636,-122.4286,71.58,81,12,5.7,few clouds
510,Southbridge,US,42.0751,-72.0334,73.22,96,100,3.0,overcast clouds
511,Inirida,CO,3.8653,-67.9239,78.82,80,97,2.73,overcast clouds
512,Nelson Bay,AU,-32.7167,152.15,59.0,88,92,4.0,overcast clouds
513,Egvekinot,RU,66.3167,-179.1667,41.23,76,0,2.08,clear sky
514,Chino Valley,US,34.7575,-112.4538,81.1,59,39,1.01,scattered clouds
515,Ferrol,ES,43.4832,-8.2369,73.24,91,68,12.46,broken clouds
516,Winnemucca,US,40.973,-117.7357,81.05,19,0,6.8,clear sky
517,Cartagena Del Chaira,CO,1.3349,-74.8429,80.58,49,81,5.46,broken clouds
518,Udachnyy,RU,66.4167,112.4,37.89,99,100,5.19,overcast clouds
519,Ingham,US,42.6,-84.3833,76.15,69,14,10.16,few clouds
520,Kayes,ML,14.0,-11.0,86.61,62,43,5.82,scattered clouds
521,La Ronge,CA,55.1001,-105.2842,61.0,63,61,4.43,broken clouds
522,Tuy Hoa,VN,13.0833,109.3,79.43,87,56,4.32,broken clouds
523,Moba,CN,33.2288,105.0179,64.02,95,100,2.37,overcast clouds
524,Tautira,PF,-17.7333,-149.15,76.5,76,100,15.77,light rain
525,Thunder Bay,CA,48.4001,-89.3168,76.05,49,64,4.94,broken clouds
526,Kutum,SD,14.2,24.6667,84.02,41,86,8.52,overcast clouds
527,Ust-Ilimsk,RU,58.0006,102.6619,44.96,83,99,4.94,overcast clouds
528,Tuatapere,NZ,-46.1333,167.6833,42.03,90,100,5.75,overcast clouds
529,Gazanjyk,TM,39.2446,55.5154,79.92,11,0,12.33,clear sky
530,Emerald,AU,-23.5333,148.1667,54.34,80,7,7.34,clear sky
531,Thoen,TH,17.6129,99.2161,75.45,91,100,2.77,overcast clouds
532,Conde,BR,-7.2597,-34.9075,78.06,76,85,18.37,overcast clouds
533,Mattru,SL,7.6244,-11.8332,79.68,85,74,6.4,light rain
534,Port Lincoln,AU,-34.7333,135.8667,50.59,53,86,23.26,overcast clouds
535,Kapan,AM,39.2075,46.4058,72.14,45,1,1.52,clear sky
536,Kryve Ozero,UA,47.9524,30.3493,85.42,32,1,8.68,clear sky
537,Progreso,MX,21.2833,-89.6667,89.11,62,5,8.75,clear sky
538,Carauari,BR,-4.8828,-66.8958,91.63,34,16,3.47,few clouds
539,Price,US,39.5994,-110.8107,73.11,35,3,2.17,clear sky
540,Moose Factory,CA,51.2585,-80.6094,54.82,84,100,8.7,overcast clouds
541,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,78.08,33,6,1.9,clear sky
542,Ribeira Grande,PT,38.5167,-28.7,73.76,76,42,10.89,scattered clouds
543,Praia,CV,14.9215,-23.5087,81.25,79,99,8.68,overcast clouds
544,Atlantic City,US,39.3643,-74.4229,81.18,80,88,7.0,overcast clouds
545,Ust-Kulom,RU,61.6864,53.6902,64.8,57,78,2.26,broken clouds
546,Mattawa,US,46.7379,-119.9028,80.02,25,98,6.49,overcast clouds
547,Toms River,US,39.9537,-74.1979,81.03,84,95,3.0,overcast clouds
548,Svetlyy,RU,54.675,20.1347,68.56,75,99,11.52,overcast clouds
549,Shingu,JP,33.7333,135.9833,77.86,92,100,3.51,overcast clouds
550,Lodwar,KE,3.1191,35.5973,90.34,26,89,10.47,overcast clouds
551,Vizianagaram,IN,18.1167,83.4167,82.9,78,87,2.19,overcast clouds
552,Biu,NG,10.6129,12.1946,76.73,74,100,3.51,light rain
553,Castro Verde,PT,37.6983,-8.0858,99.55,17,4,5.5,clear sky
554,Kurud,IN,20.8322,81.7214,74.98,86,11,7.65,light rain
555,Nishihara,JP,26.1842,127.7558,83.68,83,7,6.13,clear sky
556,Salym,RU,60.0625,71.4789,58.6,92,95,1.01,overcast clouds
557,Narsaq,GL,60.9167,-46.05,53.82,48,55,3.09,broken clouds
558,Gobabis,NA,-22.45,18.9667,71.55,6,0,8.99,clear sky
559,Divo,CI,5.8397,-5.36,78.1,77,99,5.19,light rain
560,Pemba,MZ,-12.974,40.5178,75.31,81,79,23.98,broken clouds
561,Coahuayana,MX,18.7333,-103.6833,88.14,60,73,2.13,broken clouds
562,Xinzhou,CN,38.4092,112.7333,65.35,55,50,2.37,scattered clouds
563,Diamantino,BR,-14.4086,-56.4461,91.92,20,74,8.08,broken clouds
564,Todos Santos,MX,23.45,-110.2167,88.3,87,82,6.33,broken clouds
565,Solnechnyy,RU,50.7214,136.6319,55.17,100,100,5.68,light rain
566,Atyrau,KZ,47.1167,51.8833,84.79,20,0,15.66,clear sky
567,Surin,TH,14.8818,103.4936,78.3,88,100,6.85,overcast clouds
568,Katobu,ID,-4.9408,122.5276,71.55,88,25,3.8,scattered clouds
569,Krasnokamensk,RU,50.0979,118.0369,45.43,81,6,6.08,clear sky
570,Maniitsoq,GL,65.4167,-52.9,44.17,66,100,16.58,overcast clouds
571,Bodden Town,KY,19.2833,-81.25,85.98,77,69,4.0,broken clouds
572,Mahon,ES,39.8885,4.2658,80.22,62,32,16.82,scattered clouds
573,Savannah Bight,HN,16.45,-85.85,82.99,72,51,3.91,broken clouds
574,Mackay,AU,-21.15,149.2,65.68,74,100,9.57,overcast clouds
575,Tazovskiy,RU,67.4667,78.7,53.29,96,97,11.92,overcast clouds
576,Tucuman,AR,-26.8241,-65.2226,71.49,17,0,5.68,clear sky
577,Pochutla,MX,15.7432,-96.4661,84.81,56,48,2.89,scattered clouds
578,Ulaangom,MN,49.9811,92.0667,52.05,45,8,2.66,clear sky
579,Portland,US,45.5234,-122.6762,74.91,63,0,5.01,clear sky
580,Rocky Mountain House,CA,52.3668,-114.9188,65.03,80,14,7.36,few clouds
581,Akdepe,TM,42.0551,59.3788,73.49,24,0,16.08,clear sky
582,Bela,IN,25.9333,81.9833,82.26,76,79,6.51,broken clouds
583,Gidole,ET,5.65,37.3667,67.03,41,69,3.04,broken clouds
584,Alim,PH,9.5649,122.4876,80.56,81,100,7.0,overcast clouds
585,Rio Gallegos,AR,-51.6226,-69.2181,40.3,70,100,9.35,overcast clouds
586,Klyuchi,RU,52.2667,79.1667,53.1,64,70,7.25,broken clouds
587,Babushkin,RU,51.7122,105.8647,53.11,68,3,8.34,clear sky
588,Labytnangi,RU,66.6572,66.4183,62.64,61,9,6.17,clear sky
589,Manicore,BR,-5.8092,-61.3003,95.88,25,26,5.08,scattered clouds
590,Saint-Francois,FR,46.4154,3.9054,73.67,67,10,5.59,clear sky
591,Ormara,PK,25.2088,64.6357,81.39,86,98,13.2,overcast clouds
592,Padang,ID,-0.9492,100.3543,77.88,86,32,3.62,moderate rain
593,Jishou,CN,28.3167,109.7167,82.54,68,100,2.1,overcast clouds
594,Andilamena,MG,-17.0167,48.5833,56.48,92,29,9.26,scattered clouds
595,Angoche,MZ,-16.2325,39.9086,72.61,70,100,11.79,overcast clouds
596,Chato,TZ,-2.6378,31.7669,75.24,57,28,8.25,scattered clouds
597,Wakkanai,JP,45.4094,141.6739,70.68,68,100,9.19,overcast clouds
598,Porto Novo,BJ,6.4965,2.6036,80.46,71,99,13.04,overcast clouds
599,Cochrane,CA,51.1834,-114.4687,68.9,71,15,3.87,few clouds
600,West Wendover,US,40.7391,-114.0733,80.62,33,1,3.69,clear sky
601,Ambon,ID,-3.6954,128.1814,78.89,82,14,16.02,few clouds
602,Bikramganj,IN,25.2,84.25,87.57,63,75,5.66,broken clouds
603,Puerto Del Rosario,ES,28.5004,-13.8627,79.86,62,45,15.66,scattered clouds
604,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.16,80,85,13.94,overcast clouds
605,Medvedka,RU,61.1629,46.387,68.16,67,75,4.92,broken clouds
606,Leirvik,NO,59.7798,5.5005,63.63,67,93,3.36,overcast clouds
607,Tampere,FI,61.4991,23.7871,70.16,47,8,6.33,clear sky
608,The Valley,AI,18.217,-63.0578,87.1,74,3,12.55,clear sky
609,Yangambi,CD,0.8102,24.4336,73.53,92,100,5.57,moderate rain
610,Cap-Aux-Meules,CA,47.3821,-61.8597,69.35,83,49,18.86,scattered clouds
611,Lanzhou,CN,36.0564,103.7922,73.99,66,98,3.51,overcast clouds
612,Araouane,ML,18.9048,-3.5265,105.17,19,6,8.63,clear sky
613,Opuwo,NA,-18.0607,13.84,82.45,7,0,3.62,clear sky
614,Skjervoy,NO,70.0311,20.9714,54.34,80,100,7.49,overcast clouds
615,Kamaishi,JP,39.2667,141.8833,73.87,94,99,6.78,overcast clouds
616,Olafsvik,IS,64.8945,-23.7142,49.19,70,100,9.4,overcast clouds
617,Reinosa,ES,42.9996,-4.138,64.45,60,94,9.04,overcast clouds
618,Prachuap Khiri Khan,TH,12.2167,99.75,82.58,78,100,3.42,overcast clouds
619,San Policarpo,PH,12.1791,125.5072,78.08,88,100,7.0,overcast clouds
620,Flin Flon,CA,54.7682,-101.865,60.01,56,100,6.49,overcast clouds
621,Soe,ID,-9.8607,124.284,62.89,87,76,5.21,broken clouds
622,Zhezkazgan,KZ,47.8043,67.7144,72.93,29,55,13.71,broken clouds
623,Mana,GF,5.6592,-53.7767,79.95,86,98,8.55,overcast clouds
624,Puerto Madryn,AR,-42.7692,-65.0385,61.61,37,100,28.68,overcast clouds
625,Gat,IL,31.61,34.7642,84.81,100,0,8.1,clear sky
626,Biltine,TD,14.5333,20.9167,90.16,45,95,3.78,overcast clouds
627,Isangel,VU,-19.55,169.2667,70.59,77,46,10.92,scattered clouds
628,Pimentel,PE,-6.8367,-79.9342,65.68,77,84,12.17,broken clouds
629,Parry Sound,CA,45.3501,-80.033,71.26,86,96,4.25,overcast clouds
630,Gamba,GA,-2.65,10.0,74.57,83,100,11.14,overcast clouds
631,Merauke,ID,-8.4667,140.3333,76.1,86,88,13.09,overcast clouds
632,Goundam,ML,16.4145,-3.6708,99.5,29,12,6.89,few clouds
633,Kaeo,NZ,-35.1,173.7833,53.33,94,56,11.05,broken clouds
634,Yacuiba,BO,-22.038,-63.6797,73.94,17,0,8.08,clear sky
635,Sistranda,NO,63.7256,8.834,55.2,72,8,23.42,clear sky
636,Rundu,NA,-17.9333,19.7667,77.49,11,12,3.15,few clouds
637,Nimaparha,IN,20.0667,86.0167,84.04,75,100,6.51,overcast clouds
638,North Platte,US,41.1239,-100.7654,82.11,50,0,7.0,clear sky
639,Harper,LR,4.375,-7.7169,78.37,79,86,12.75,overcast clouds
640,Grand Baie,MU,-20.0182,57.5802,72.07,72,28,5.01,scattered clouds
641,Morehead,US,37.2711,-87.1764,79.79,79,8,1.01,clear sky
642,Lingao,CN,19.9103,109.6859,81.03,86,99,6.13,overcast clouds
643,Marrakesh,MA,31.6315,-8.0083,106.77,9,5,12.68,clear sky
644,Safford,US,32.834,-109.7076,82.11,69,0,3.44,clear sky
645,Iba,PH,15.3667,120.0333,76.69,95,100,13.33,moderate rain
646,Abu Samrah,SY,35.3029,37.1841,86.52,33,0,15.37,clear sky
647,Siderno,IT,38.2779,16.302,79.34,67,23,4.27,few clouds
648,Tambopata,PE,-12.7333,-69.1833,83.95,24,19,3.58,few clouds
649,Umm Kaddadah,SD,13.6017,26.6876,91.26,38,47,14.12,scattered clouds
650,Nizhniy Kuranakh,RU,58.8353,125.4869,48.76,88,93,3.24,overcast clouds
651,Keti Bandar,PK,24.1447,67.4497,82.49,81,100,13.96,overcast clouds
652,Port Keats,AU,-14.25,129.55,70.3,31,3,7.87,clear sky
653,Karpathos,GR,35.507,27.2132,79.65,72,18,7.27,few clouds
654,Aquin,HT,18.2833,-73.4,84.38,71,98,9.13,overcast clouds
655,Benemerito De Las Americas,MX,16.5167,-90.6439,85.91,58,63,3.04,broken clouds
656,Jumla,NP,29.2747,82.1838,63.48,87,61,2.39,broken clouds
657,Bara,NG,10.3744,10.7288,81.54,65,91,7.14,overcast clouds
658,Ola,RU,59.5833,151.2833,52.05,95,100,9.01,moderate rain
659,Whittlesea,ZA,-32.1759,26.8244,56.34,40,7,9.17,clear sky
660,Ikom,NG,5.9667,8.7063,78.8,91,100,3.49,moderate rain
661,Chhagalnaiya,BD,23.03,91.5069,80.91,85,100,4.74,moderate rain
662,Merta,IN,26.65,74.0333,77.92,85,100,4.76,light rain
663,Calvinia,ZA,-31.4707,19.776,64.38,24,14,3.91,few clouds
664,Farmington,US,36.7281,-108.2187,77.77,51,6,5.99,clear sky
665,Caravelas,BR,-17.7125,-39.2481,70.43,88,100,4.12,overcast clouds
666,Forio,IT,40.7342,13.8646,82.81,71,86,3.0,overcast clouds
667,Hit,IQ,33.6416,42.8251,99.55,15,0,8.84,clear sky
668,Amberley,US,39.2048,-84.428,73.53,83,100,6.91,overcast clouds
669,Moshny,UA,49.5147,31.7476,80.65,35,29,4.72,scattered clouds
670,Qasigiannguit,GL,68.8193,-51.1922,44.85,87,100,12.64,moderate rain
671,Lasa,IT,46.6166,10.7002,76.69,42,37,5.73,scattered clouds
672,San Matias,BO,-16.3667,-58.4,90.12,31,74,5.99,broken clouds
673,Macarthur,PH,10.8347,124.9953,78.6,84,100,4.14,overcast clouds
674,San Miguel,SV,13.4833,-88.1833,87.62,62,73,1.03,broken clouds
675,Yenagoa,NG,4.9247,6.2642,80.56,75,100,9.37,light rain
676,Luanda,AO,-8.8368,13.2343,80.6,57,0,9.22,clear sky
677,Santa Lucia,ES,27.9117,-15.5407,77.76,58,38,13.24,scattered clouds
678,Saravan,AM,39.7196,45.6483,65.7,42,45,8.84,scattered clouds
679,Barreirinha,BR,-2.7933,-57.07,97.68,29,76,1.99,broken clouds
680,Nhulunbuy,AU,-12.2333,136.7667,71.6,78,0,9.22,clear sky
681,Olenino,RU,56.2092,33.4889,72.03,50,94,7.85,overcast clouds
